SYMBOL;Name;LastSale;MarketCap;IPOyear;Sector;industry
FTAG;First Trust Indxx Global Agriculture ETF;4.45;$4.23M;n/a;n/a;n/a
FTRI;First Trust Indxx Global Natural Resources Income ETF;9.6425;$10.61M;n/a;n/a;n/a
FPXI;First Trust International IPO ETF;27.09;n/a;n/a;n/a;n/a
YDIV;First Trust International Multi-Asset Diversified Income Index;16.19;$12.95M;n/a;n/a;n/a
SKYY;First Trust ISE Cloud Computing Index Fund;29.92;$490.69M;n/a;n/a;n/a
FJP;First Trust Japan AlphaDEX Fund;47.382;$97.13M;n/a;n/a;n/a
FLN;First Trust Latin America AlphaDEX Fund;13.25;$3.98M;n/a;n/a;n/a
FTLB;First Trust Low Beta Income ETF;20.41;$5.1M;n/a;n/a;n/a
LMBS;First Trust Low Duration Mortgage Opportunities ETF;50.43;n/a;n/a;n/a;n/a
FMB;First Trust Managed Municipal ETF;52.1885;$20.88M;n/a;n/a;n/a
QABA;First Trust NASDAQ ABA Community Bank Index Fund;39.1;$105.57M;n/a;n/a;n/a
QCLN;First Trust NASDAQ Clean Edge Green Energy Index Fund;15.9456;$75.74M;n/a;n/a;n/a
GRID;First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ;33.0799;$11.58M;n/a;n/a;n/a
CIBR;First Trust NASDAQ Cybersecurity ETF;17.84;n/a;n/a;n/a;n/a
CARZ;First Trust NASDAQ Global Auto Index Fund;36.9263;$62.77M;n/a;n/a;n/a
RDVY;First Trust NASDAQ Rising Dividend Achievers ETF;20.9001;$24.04M;n/a;n/a;n/a
FONE;First Trust NASDAQ Smartphone Index Fund;36.03;$10.81M;n/a;n/a;n/a
TDIV;First Trust NASDAQ Technology Dividend Index Fund;25.4998;$545.82M;n/a;n/a;n/a
QQEW;First Trust NASDAQ-100 Equal Weighted Index Fund;43.5148;$604.86M;n/a;n/a;n/a
QQXT;First Trust NASDAQ-100 Ex-Technology Sector Index Fund;41.38;$155.18M;n/a;n/a;n/a
QTEC;First Trust NASDAQ-100- Technology Index Fund;42.8656;$327.92M;n/a;n/a;n/a
AIRR;First Trust RBA American Industrial Renaissance ETF;16.55;$52.13M;n/a;n/a;n/a
QINC;First Trust RBA Quality Income ETF;20.11;$10.06M;n/a;n/a;n/a
FTSL;First Trust Senior Loan Fund ETF;47.02;$307.98M;n/a;n/a;n/a
FKO;First Trust South Korea AlphaDEX Fund;23.0201;$3.45M;n/a;n/a;n/a
FCVT;First Trust SSI Strategic Convertible Securities ETF;24.51;n/a;n/a;n/a;n/a
FDIV;First Trust Strategic Income ETF;45.8701;$18.35M;n/a;n/a;n/a
FSZ;First Trust Switzerland AlphaDEX Fund;39.59;$233.58M;n/a;n/a;n/a
FTW;First Trust Taiwan AlphaDEX Fund;29.26;$8.78M;n/a;n/a;n/a
TUSA;First Trust Total US Market AlphaDEX ETF;24.3512;$6.09M;n/a;n/a;n/a
FKU;First Trust United Kingdom AlphaDEX Fund;40.18;$269.21M;n/a;n/a;n/a
FUNC;First United Corporation;10.14;$63.42M;n/a;Finance;Major Banks
SVVC;Firsthand Technology Value Fund, Inc.;7.01;$54M;n/a;n/a;n/a
FMER;FirstMerit Corporation;18.64;$3.09B;n/a;Finance;Major Banks
FSV;FirstService Corporation;40.29;$1.4B;n/a;Finance;Real Estate
FISV;Fiserv, Inc.;92.94;$21.24B;1986;Technology;EDP Services
FIVE;Five Below, Inc.;32.66;$1.78B;2012;Consumer Services;Department/Specialty Retail Stores
FPRX;Five Prime Therapeutics, Inc.;42.5;$1.17B;2013;Health Care;Major Pharmaceuticals
FIVN;Five9, Inc.;7.93;$400.5M;2014;Technology;EDP Services
FLML;Flamel Technologies S.A.;14.37;$577.55M;1996;Health Care;Major Pharmaceuticals
FLKS;Flex Pharma, Inc.;12.09;$216.94M;2015;Health Care;Major Pharmaceuticals
FLXN;Flexion Therapeutics, Inc.;19.48;$419.59M;2014;Health Care;Major Pharmaceuticals
SKOR;FlexShares Credit-Scored US Corporate Bond Index Fund;50.02;$7.5M;n/a;n/a;n/a
LKOR;FlexShares Credit-Scored US Long Corporate Bond Index Fund;50.14;n/a;n/a;n/a;n/a
MBSD;FlexShares Disciplined Duration MBS Index Fund;24.9;$21.17M;n/a;n/a;n/a
ASET;FlexShares Real Assets Allocation Index Fund;24.34;n/a;n/a;n/a;n/a
QLC;FlexShares US Quality Large Cap Index Fund;25.7999;n/a;n/a;n/a;n/a
FLXS;Flexsteel Industries, Inc.;44.29;$334.69M;n/a;Consumer Durables;Home Furnishings
FLEX;Flextronics International Ltd.;11.06;$6.15B;1994;Technology;Electrical Products
FLIR;FLIR Systems, Inc.;28.63;$3.95B;1993;Capital Goods;Industrial Machinery/Components
FLDM;Fluidigm Corporation;10.65;$306.64M;2011;Capital Goods;Biotechnology: Laboratory Analytical Instruments
FFIC;Flushing Financial Corporation;21.48;$619.27M;n/a;Finance;Major Banks
FOMX;Foamix Pharmaceuticals Ltd.;7.67;$234.36M;2014;Consumer Durables;Specialty Chemicals
FOGO;Fogo de Chao, Inc.;14.87;$416.96M;2015;Consumer Services;Restaurants
FONR;Fonar Corporation;17.85;$114.84M;1981;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
FES;Forbes Energy Services Ltd;0.28;$6.22M;n/a;Energy;Oilfield Services/Equipment
FORM;FormFactor, Inc.;8.82;$512.97M;2003;Technology;Semiconductors
FORTY;Formula Systems (1985) Ltd.;25.68;$378M;n/a;Technology;EDP Services
FORR;Forrester Research, Inc.;29.44;$522.32M;1996;Consumer Services;Diversified Commercial Services
FTNT;Fortinet, Inc.;31.54;$5.43B;2009;Technology;Computer peripheral equipment
FBIO;Fortress Biotech, Inc.;2.67;$125.85M;n/a;Health Care;Major Pharmaceuticals
FWRD;Forward Air Corporation;43.55;$1.34B;n/a;Transportation;Oil Refining/Marketing
FORD;Forward Industries, Inc.;1.48;$12.81M;n/a;Consumer Non-Durables;Plastic Products
FWP;Forward Pharma A/S;18.96;$881.92M;2014;Health Care;Major Pharmaceuticals
FOSL;Fossil Group, Inc.;36.95;$1.78B;1993;Consumer Non-Durables;Consumer Specialties
FMI;Foundation Medicine, Inc.;21.13;$727.95M;2013;Health Care;Medical Specialities
FXCB;Fox Chase Bancorp, Inc.;20.2;$234.15M;n/a;Finance;Banks
FOXF;Fox Factory Holding Corp.;17.51;$647.44M;2013;Consumer Non-Durables;Motor Vehicles
FRAN;Francesca&#39;;;;;
FELE;Franklin Electric Co., Inc.;28.18;$1.31B;n/a;Consumer Durables;Metal Fabrications
FRED;Fred&#39;;;;;
FREE;FreeSeas Inc.;0.0192;$2.29M;n/a;Transportation;Marine Transportation
RAIL;Freightcar America, Inc.;21;$258.89M;2005;Capital Goods;Railroads
FEIM;Frequency Electronics, Inc.;10.2005;$89.05M;n/a;Capital Goods;Electrical Products
FRPT;Freshpet, Inc.;8.5;$284.86M;2014;Consumer Non-Durables;Packaged Foods
FTR;Frontier Communications Corporation;4.65;$5.43B;n/a;Public Utilities;Telecommunications Equipment
FTRPR;Frontier Communications Corporation;90.93;n/a;n/a;Public Utilities;Telecommunications Equipment
FRPH;FRP Holdings, Inc.;34.5;$338M;n/a;Finance;Real Estate
FSBW;FS Bancorp, Inc.;25.1801;$81.61M;2012;Finance;Banks
FTD;FTD Companies, Inc.;27;$774M;n/a;Consumer Services;Other Consumer Services
FSYS;Fuel Systems Solutions, Inc.;4.66;$84.32M;n/a;Capital Goods;Auto Parts:O.E.M.
FTEK;Fuel Tech, Inc.;1.82;$42.16M;n/a;Capital Goods;Pollution Control Equipment
FCEL;FuelCell Energy, Inc.;5.49;$969254.01;n/a;Miscellaneous;Industrial Machinery/Components
FORK;Fuling Global Inc.;3.06;$47.94M;2015;Consumer Non-Durables;Plastic Products
FULL;Full Circle Capital Corporation;2.57;$57.75M;2010;n/a;n/a
FULLL;Full Circle Capital Corporation;25.2;n/a;n/a;n/a;n/a
FLL;Full House Resorts, Inc.;1.68;$31.87M;n/a;Consumer Services;Hotels/Resorts
FULT;Fulton Financial Corporation;13.21;$2.3B;n/a;Finance;Major Banks
FSNN;Fusion Telecommunications International, Inc.;3.2;$29.09M;n/a;Technology;Computer Software: Prepackaged Software
FFHL;Fuwei Films (Holdings) Co., Ltd.;0.89;$11.63M;2006;Capital Goods;Specialty Chemicals
FXEN;FX Energy, Inc.;1.14;$62.55M;n/a;Energy;Oil & Gas Production
FXENP;FX Energy, Inc.;25.56;$20.45M;n/a;Energy;Oil & Gas Production
GK;G&K Services, Inc.;62.98;$1.26B;n/a;Consumer Services;Other Consumer Services
WILC;G. Willi-Food International,  Ltd.;4.47;$58.59M;n/a;Consumer Non-Durables;Food Distributors
GAIA;Gaiam, Inc.;6.3;$154.51M;1999;Consumer Services;Movies/Entertainment
GLPG;Galapagos NV;60.2;$2.34B;2015;Health Care;Major Pharmaceuticals
GALT;Galectin Therapeutics Inc.;1.73;$41.4M;n/a;Health Care;Major Pharmaceuticals
GALTU;Galectin Therapeutics Inc.;5.8101;n/a;n/a;Health Care;Major Pharmaceuticals
GALTW;Galectin Therapeutics Inc.;1;n/a;n/a;Health Care;Major Pharmaceuticals
GALE;Galena Biopharma, Inc.;1.63;$263.91M;n/a;Health Care;Major Pharmaceuticals
GLMD;Galmed Pharmaceuticals Ltd.;8.55;$94.91M;2014;Health Care;Major Pharmaceuticals
GLPI;Gaming and Leisure Properties, Inc.;27.83;$3.21B;n/a;Consumer Services;Real Estate Investment Trusts
GPIC;Gaming Partners International Corporation;8.617;$68.32M;n/a;Consumer Non-Durables;Recreational Products/Toys
GRMN;Garmin Ltd.;36.26;$6.9B;2000;Capital Goods;Industrial Machinery/Components
GGAC;Garnero Group Acquisition Company;9.7999;$182.31M;2014;Finance;Business Services
GGACR;Garnero Group Acquisition Company;0.2;n/a;2014;Finance;Business Services
GGACU;Garnero Group Acquisition Company;9.97;$130.25M;2014;Finance;Business Services
GGACW;Garnero Group Acquisition Company;0.09;n/a;2014;Finance;Business Services
GARS;Garrison Capital Inc.;12.63;$211.66M;2013;n/a;n/a
GCTS;GCT Semiconductor, Inc.;0.095;n/a;n/a;n/a;n/a
GLSS;Gelesis, Inc.;n/a;n/a;n/a;n/a;n/a
GENC;Gencor Industries Inc.;12.305;$117.37M;n/a;Capital Goods;Construction/Ag Equipment/Trucks
GNCMA;General Communication, Inc.;19.59;$762.82M;n/a;Public Utilities;Telecommunications Equipment
GFN;General Finance Corporation;4.5;$117.04M;n/a;Consumer Services;Other Specialty Stores
GFNCP;General Finance Corporation;72.5;n/a;n/a;Consumer Services;Other Specialty Stores
GFNSL;General Finance Corporation;20.68;n/a;n/a;Consumer Services;Other Specialty Stores
GENE;Genetic Technologies Ltd;2.82;$32.25M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
GNMK;GenMark Diagnostics, Inc.;8.06;$342.09M;2010;Health Care;Medical/Dental Instruments
GNCA;Genocea Biosciences, Inc.;5.97;$167.85M;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
GHDX;Genomic Health, Inc.;34.94;$1.14B;2005;Health Care;Medical Specialities
GNST;GenSight Biologics S.A.;n/a;n/a;n/a;n/a;n/a
GNTX;Gentex Corporation;15.96;$4.65B;n/a;Capital Goods;Auto Parts:O.E.M.
THRM;Gentherm Inc;48.55;$1.76B;n/a;Capital Goods;Auto Parts:O.E.M.
GNVC;GenVec, Inc.;1.88;$32.46M;2000;Health Care;Major Pharmaceuticals
GTWN;Georgetown Bancorp, Inc.;18.53;$33.88M;n/a;Finance;Major Banks
GEOS;Geospace Technologies Corporation;12.86;$169.08M;n/a;Capital Goods;Industrial Machinery/Components
GABC;German American Bancorp, Inc.;33.24;$441.28M;n/a;Finance;Major Banks
GERN;Geron Corporation;4.83;$764.21M;1996;Health Care;Major Pharmaceuticals
GEVO;Gevo, Inc.;0.7022;$11.9M;2011;Basic Industries;Major Chemicals
ROCK;Gibraltar Industries, Inc.;24.85;$771.35M;1993;Capital Goods;Steel/Iron Ore
GIGM;GigaMedia Limited;3;$33.16M;n/a;Technology;Computer Software: Programming, Data Processing
GIGA;Giga-tronics Incorporated;1.54;$10.36M;1983;Capital Goods;Electrical Products
GIII;G-III Apparel Group, LTD.;45.58;$2.08B;1989;Consumer Non-Durables;Apparel
GILT;Gilat Satellite Networks Ltd.;3.54;$154.95M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
GILD;Gilead Sciences, Inc.;102.86;$148.24B;1992;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
GBCI;Glacier Bancorp, Inc.;26.52;$2.02B;n/a;Finance;Major Banks
GLAD;Gladstone Capital Corporation;7.15;$167.54M;2001;n/a;n/a
GLADO;Gladstone Capital Corporation;24.05;$52.91M;n/a;n/a;n/a
GOOD;Gladstone Commercial Corporation;14.45;$318.85M;2003;Consumer Services;Real Estate
GOODN;Gladstone Commercial Corporation;25.2999;n/a;n/a;Consumer Services;Real Estate
